Vector,Labels
"[ 0.0889661  -0.04042214 -0.07256762  0.15111727 -0.10043988 -0.00559083
 -0.00083893 -0.1403557   0.05949428  0.04508713  0.07107674  0.14001401
  0.04763651 -0.11746686  0.21436884  0.02919463  0.07589078  0.09770525
 -0.12845108  0.02732264 -0.03522579  0.0990096   0.03246112  0.14489897
 -0.07948583  0.01508369  0.07115185 -0.08384652 -0.03088272 -0.00973608
 -0.00370902 -0.30611315 -0.04419311 -0.08663653 -0.06069197 -0.00434239
  0.13744003  0.04174611 -0.06388687  0.10846949 -0.03165521 -0.0644551
  0.1062903  -0.10367899 -0.08462952  0.14799815 -0.09873831 -0.08090302
  0.16890146  0.02833864 -0.00973261 -0.00766556  0.07892398 -0.05161724
 -0.04015999 -0.04854915  0.03341043 -0.05501952 -0.05704565  0.06661179
  0.07084393  0.0192414  -0.014272   -0.07590681  0.06177026  0.17290884
  0.01272609 -0.09389231  0.12099019 -0.13464889  0.00906786  0.16417566
 -0.03524381 -0.07598767 -0.00428982 -0.02893012 -0.04564673  0.11291344
 -0.0246224  -0.01219823  0.17767873 -0.01406973  0.02274288 -0.05165838
  0.00916958  0.00777648  0.18262513 -0.02699085 -0.06749279  0.14178284
 -0.08399756  0.01691134  0.00183228 -0.14586689 -0.17712566 -0.00557979
 -0.04766519 -0.09256118  0.15297925  0.04716973 -0.00423493  0.07728069
  0.0276777  -0.00860366  0.01732552  0.0707251  -0.06604414 -0.07836112
  0.04858785  0.05533544 -0.0453838  -0.08137597  0.04412062  0.01285851
 -0.11175305  0.09485301 -0.07796227  0.11623485 -0.03239257 -0.18766229
  0.01809545 -0.15444301 -0.05991105  0.03332682 -0.01610171  0.0140641
  0.08387204  0.06152062]",85
"[ 8.19631219e-02 -4.10586484e-02 -8.02886114e-02  1.31515115e-01
 -9.67398137e-02  4.38347080e-04  1.28152140e-04 -1.24362424e-01
  4.53848392e-02  6.19592890e-02  7.01547191e-02  1.43621594e-01
  5.22129983e-02 -1.21486455e-01  2.04952106e-01  2.22151838e-02
  6.72014654e-02  9.81765687e-02 -1.15430646e-01  2.74823513e-02
 -2.72776317e-02  1.05793744e-01  2.59015914e-02  1.47373870e-01
 -8.95310193e-02  1.79726854e-02  4.72171903e-02 -9.26745757e-02
 -2.29419079e-02 -1.48560628e-02 -4.61900793e-03 -2.94553697e-01
 -5.33790104e-02 -8.68823081e-02 -5.45373634e-02 -1.21133309e-03
  1.34361431e-01  3.54969688e-02 -6.04688376e-02  1.21335380e-01
 -5.72771579e-02 -5.28889745e-02  1.20988257e-01 -1.05537668e-01
 -6.01866841e-02  1.35610849e-01 -9.77562144e-02 -7.32133314e-02
  1.72826588e-01  1.00709843e-02 -1.68192312e-02 -1.67787056e-02
  1.00604959e-01 -4.63915877e-02 -4.58748601e-02 -3.81472260e-02
  4.20755893e-02 -5.85945323e-02 -7.81616569e-02  6.71985298e-02
  8.03258121e-02  1.56915430e-02 -2.94267759e-02 -7.95070380e-02
  5.95697053e-02  1.70693323e-01  1.70836356e-02 -1.01026922e-01
  1.13515899e-01 -1.31739810e-01 -4.79091704e-03  1.66177168e-01
 -3.57447043e-02 -8.80084038e-02  7.82227330e-03 -2.90481467e-02
 -4.67254817e-02  1.20366842e-01 -2.72421092e-02 -3.82293612e-02
  1.74488872e-01 -2.54321154e-02  1.57026630e-02 -6.81636184e-02
  2.46158801e-02 -3.69334663e-03  1.79599836e-01 -3.99125069e-02
 -7.10605606e-02  1.42042786e-01 -7.71010071e-02  3.82834524e-02
  3.63880279e-03 -1.36354685e-01 -1.83296412e-01  4.90550557e-03
 -5.99922910e-02 -8.76084566e-02  1.62965640e-01  4.70982678e-02
 -1.76468829e-03  8.24982002e-02  2.47041304e-02 -1.74614638e-02
  2.55817305e-02  7.82249495e-02 -4.50013131e-02 -8.47569257e-02
  5.62822446e-02  5.41903302e-02 -3.41307707e-02 -9.04044211e-02
  4.16280851e-02  5.43167116e-03 -1.00192793e-01  7.86990374e-02
 -7.36730024e-02  1.37512565e-01 -2.74149105e-02 -1.87079772e-01
  4.35145311e-02 -1.58210546e-01 -5.58497049e-02  3.12481895e-02
 -9.56110656e-03  1.28323194e-02  8.89630169e-02  6.90158084e-02]",91
"[ 0.08704313 -0.0379325  -0.06759742  0.12664334 -0.09276478  0.00228696
  0.0035779  -0.1319956   0.05562689  0.07182976  0.0681866   0.12802069
  0.05042939 -0.11794221  0.20760515  0.02359503  0.08872671  0.09404796
 -0.11457559  0.02783146 -0.01856027  0.11449969  0.02857334  0.14362216
 -0.08987713  0.02340295  0.05452949 -0.10131239 -0.02161809 -0.00757459
 -0.00165164 -0.28566298 -0.0510468  -0.08986205 -0.04910633  0.00277511
  0.13183811  0.03042198 -0.06096639  0.11922519 -0.05105523 -0.04231047
  0.11630484 -0.10038144 -0.06106559  0.13504115 -0.09297094 -0.07072946
  0.1766623   0.01348332 -0.01003182 -0.02309431  0.10205984 -0.04388089
 -0.04125351 -0.03774459  0.04648246 -0.05802108 -0.07705592  0.06722131
  0.08883099  0.01635176 -0.02328783 -0.07613202  0.07525092  0.1613175
  0.01715888 -0.11184698  0.10884    -0.1306344  -0.01770675  0.17323439
 -0.04154312 -0.09022315  0.00573804 -0.02058644 -0.03583604  0.10954161
 -0.02138134 -0.05539109  0.1671516  -0.01919992  0.01764971 -0.07764388
  0.03216901 -0.00143612  0.1650502  -0.03039665 -0.07458027  0.13673665
 -0.08493081  0.03868059 -0.00364361 -0.13873748 -0.18557945  0.01652359
 -0.07520004 -0.09659182  0.17225802  0.04413921 -0.00599569  0.09141462
  0.03179279 -0.02121238  0.022015    0.0788019  -0.06087163 -0.08541851
  0.04732576  0.06099473 -0.02537152 -0.09624352  0.0453765   0.00683154
 -0.10485738  0.07639129 -0.05824832  0.15111512 -0.0185249  -0.1865302
  0.03905893 -0.15963736 -0.06967003  0.03556165 -0.01201002  0.0114752
  0.07637458  0.05727516]",85
"[ 9.22145844e-02 -4.86521199e-02 -8.08498338e-02  1.37700200e-01
 -1.07515581e-01 -5.70062688e-03  1.31433560e-02 -1.22013330e-01
  4.84851710e-02  6.64664358e-02  7.98935741e-02  1.39052853e-01
  6.25792369e-02 -1.28591970e-01  2.03109026e-01  7.29930261e-03
  7.93441162e-02  8.92728716e-02 -1.22423247e-01  2.64698993e-02
 -3.36442306e-03  1.14274807e-01  1.33053670e-02  1.23020999e-01
 -9.00535658e-02  1.64568778e-02  4.98068929e-02 -8.33965391e-02
 -1.84493326e-02  4.27503465e-03 -1.72958616e-02 -2.96879381e-01
 -4.71189730e-02 -8.57469961e-02 -5.55203445e-02 -2.51379088e-02
  1.35550380e-01  3.54748853e-02 -6.02622479e-02  1.07907757e-01
 -5.43463081e-02 -5.27356192e-02  1.10712200e-01 -7.97057077e-02
 -5.79092056e-02  1.39355078e-01 -1.03489645e-01 -6.59300014e-02
  1.73725113e-01  1.99960712e-02 -1.19065410e-02  2.53017200e-03
  9.73242596e-02 -3.60710137e-02 -5.89296296e-02 -4.30608727e-02
  4.24728170e-02 -5.04934862e-02 -7.22671747e-02  7.78151900e-02
  9.60060954e-02  1.63309537e-02 -3.32017206e-02 -7.76610076e-02
  5.89096546e-02  1.59128487e-01  2.85147573e-04 -1.21277206e-01
  1.16468385e-01 -1.36185959e-01 -1.11905439e-02  1.69835925e-01
 -3.28675397e-02 -1.00310437e-01 -7.44133431e-04 -1.21000605e-02
 -4.71465737e-02  1.20580167e-01 -3.64495926e-02 -3.86812985e-02
  1.73880890e-01 -3.21463346e-02  2.35386882e-02 -5.69523163e-02
  8.76932498e-03 -3.90473637e-03  1.84713513e-01 -3.88481393e-02
 -6.31795526e-02  1.38075665e-01 -7.76004493e-02  3.60946134e-02
 -1.07441528e-03 -1.31640747e-01 -1.80286869e-01 -2.35519861e-03
 -6.94954842e-02 -1.08961277e-01  1.50201663e-01  3.52386311e-02
  8.88557453e-03  8.87850448e-02  3.07542402e-02 -1.60451327e-02
  3.07713356e-02  8.53382498e-02 -4.53813411e-02 -7.37332329e-02
  4.26683798e-02  7.50047117e-02 -3.28553803e-02 -1.08099952e-01
  3.56249921e-02  1.09937433e-02 -1.06003389e-01  8.68634954e-02
 -5.80170304e-02  1.24871649e-01 -4.16531563e-02 -1.87069520e-01
  4.54456061e-02 -1.42560631e-01 -5.91243580e-02  2.58675385e-02
 -1.28576206e-02  1.74201485e-02  9.45052356e-02  6.67430609e-02]",69
"[ 0.07472152 -0.04049643 -0.06878355  0.13852839 -0.10256446 -0.01403854
 -0.00587923 -0.13114138  0.05215354  0.05836654  0.06189088  0.13611087
  0.04621319 -0.12767312  0.21009469  0.02108181  0.07658126  0.08600727
 -0.1227463   0.0423715  -0.02319407  0.11569057  0.02436962  0.13483185
 -0.07561228  0.02914462  0.08091994 -0.09216813 -0.04017888 -0.00406731
  0.00811097 -0.29656467 -0.067803   -0.08838082 -0.05032238 -0.01451306
  0.13359228  0.03273449 -0.06712529  0.10720302 -0.04052895 -0.06357133
  0.09780807 -0.09676417 -0.07300527  0.14041261 -0.10337163 -0.0810252
  0.16504163  0.02423901 -0.00623902 -0.01225581  0.07908723 -0.06000225
 -0.0380884  -0.04109624  0.03830262 -0.05014037 -0.06695006  0.07039952
  0.07153574  0.02398902 -0.00110467 -0.07160647  0.07444977  0.16963442
  0.01460376 -0.10720867  0.12503311 -0.12484258  0.00825886  0.15905876
 -0.04087605 -0.08140095 -0.01171255 -0.02667258 -0.04091196  0.10930473
 -0.02246837 -0.02285394  0.1778737  -0.01563758  0.02077914 -0.05962554
  0.01905112  0.01244042  0.17689303 -0.02321441 -0.06400145  0.13916671
 -0.09123762  0.02185591  0.00060123 -0.13635002 -0.17356263  0.00070509
 -0.05694764 -0.10719893  0.15379797  0.04335374 -0.01007226  0.08428928
  0.0303017  -0.01101158  0.0296823   0.07984257 -0.06661248 -0.08146986
  0.04140783  0.08441413 -0.04684595 -0.08424999  0.0394705   0.01354946
 -0.11262812  0.09742536 -0.0689573   0.13454466 -0.02361747 -0.20303202
  0.02142352 -0.15875435 -0.0630303   0.03928458 -0.0176801   0.02063831
  0.09360541  0.05726572]",85
"[ 7.66358599e-02 -4.10647541e-02 -7.22445697e-02  1.34149447e-01
 -9.22934711e-02 -6.56614872e-03 -1.49165587e-02 -1.19764619e-01
  6.64097667e-02  6.43672720e-02  7.78576657e-02  1.37237251e-01
  5.80772720e-02 -1.26304895e-01  2.05889836e-01  2.37196330e-02
  7.44673237e-02  9.69646946e-02 -1.22967802e-01  2.67020240e-02
 -1.47744203e-02  1.01642780e-01  2.94690318e-02  1.22962624e-01
 -8.24010819e-02  3.60421557e-03  7.87588507e-02 -9.69078317e-02
 -5.32491915e-02  5.21340501e-03 -2.07060669e-02 -3.07088017e-01
 -4.60646041e-02 -1.14151046e-01 -5.33744730e-02  2.36049482e-06
  1.38948008e-01  2.24391054e-02 -8.28692093e-02  1.16884954e-01
 -3.94781157e-02 -7.83244744e-02  1.10284895e-01 -9.13086534e-02
 -8.37208852e-02  1.34710446e-01 -9.36970413e-02 -7.48156756e-02
  1.74187690e-01  2.26793382e-02 -7.38534797e-03  5.82989026e-03
  8.05242732e-02 -5.50332032e-02 -5.30767404e-02 -4.17180136e-02
  2.46612541e-02 -4.80470359e-02 -7.48975128e-02  7.80525655e-02
  7.38565028e-02  2.97362655e-02  1.84742858e-05 -7.04367086e-02
  6.62845150e-02  1.76647231e-01  1.73520930e-02 -1.10856488e-01
  1.16768494e-01 -1.13559753e-01  1.62806234e-03  1.57459781e-01
 -5.46177626e-02 -8.47348496e-02 -5.94447087e-03 -1.42931575e-02
 -5.31089567e-02  1.03231117e-01 -2.77573913e-02 -1.75544284e-02
  1.79952428e-01 -2.27637868e-02  1.38135301e-02 -6.07885569e-02
  2.23338343e-02  2.98572122e-03  1.53209254e-01 -2.79800259e-02
 -7.07462430e-02  1.20898098e-01 -9.30137113e-02  2.48716548e-02
 -2.05558795e-03 -1.33841336e-01 -1.85060248e-01 -1.57123769e-03
 -6.79282248e-02 -1.07062131e-01  1.53478757e-01  2.85984296e-02
 -1.38003733e-02  8.43062401e-02  2.05537472e-02 -5.83345909e-03
  3.80351990e-02  7.90647939e-02 -5.98638542e-02 -8.11745673e-02
  4.49574962e-02  7.28517100e-02 -3.93930301e-02 -8.62869248e-02
  3.89071926e-02  1.14667099e-02 -1.12531036e-01  8.98832232e-02
 -7.45903626e-02  1.27923802e-01 -3.15069705e-02 -1.97763279e-01
  3.28619704e-02 -1.57024458e-01 -6.51178136e-02  3.87264602e-02
 -6.85743522e-03  2.39722133e-02  8.32783133e-02  5.58710024e-02]",84
"[ 0.09072062 -0.04166415 -0.07010316  0.13672546 -0.1035575  -0.00281444
  0.00073373 -0.13617408  0.0637705   0.06026382  0.07104026  0.13134573
  0.05087898 -0.1214343   0.20751506  0.0250069   0.08597266  0.09923883
 -0.12141435  0.02429044 -0.02596322  0.10415855  0.03787101  0.13608657
 -0.08362319  0.01451015  0.07566955 -0.08483882 -0.02708905 -0.00057273
 -0.00545407 -0.2977287  -0.04596093 -0.10512864 -0.05707549 -0.00402922
  0.1367715   0.04159724 -0.06994047  0.11220798 -0.03719017 -0.07036972
  0.10683495 -0.09421089 -0.07395909  0.14627245 -0.0962504  -0.0803662
  0.17505717  0.03179546 -0.00937187  0.00524206  0.08051934 -0.05458251
 -0.04411706 -0.04738711  0.04332325 -0.05666048 -0.05408656  0.06913412
  0.08205464  0.01880097 -0.01615508 -0.07054033  0.06660652  0.17441703
  0.00498285 -0.10561273  0.12395518 -0.13434118  0.01199584  0.16965517
 -0.03718815 -0.09383674 -0.00419225 -0.01933629 -0.03369369  0.10750519
 -0.01798583 -0.02095128  0.17037353 -0.02101121  0.02191997 -0.05681993
  0.0179089   0.01010427  0.17404796 -0.02730502 -0.06997841  0.13801461
 -0.084907    0.02378534  0.00315043 -0.13454984 -0.17224076 -0.00781811
 -0.06083774 -0.09956208  0.15257964  0.05226934 -0.00424049  0.08196998
  0.03542192 -0.01623101  0.01133267  0.08206873 -0.06541028 -0.08067336
  0.04569594  0.06232333 -0.0420224  -0.09013029  0.04115802  0.0115774
 -0.11217863  0.09152201 -0.06343084  0.12147319 -0.02965505 -0.19181328
  0.03103038 -0.15895067 -0.06788538  0.02728579 -0.00937642  0.01445495
  0.07310762  0.06301396]",68
"[ 0.08860474 -0.0387555  -0.07024765  0.1306776  -0.10206341  0.00128329
  0.0083284  -0.13701703  0.06887373  0.06046563  0.07136989  0.13311724
  0.05605711 -0.11802717  0.21254379  0.03552289  0.08230859  0.10428597
 -0.11848602  0.02118037 -0.0246022   0.09244324  0.03805365  0.14388634
 -0.0858486   0.01090813  0.065678   -0.0799088  -0.03740477 -0.00689185
 -0.00426039 -0.29099658 -0.03757111 -0.10311559 -0.05448701 -0.0028024
  0.13169493  0.04514173 -0.0708746   0.11543574 -0.04062915 -0.06192876
  0.11452291 -0.10693406 -0.08086517  0.14377394 -0.09499905 -0.08073697
  0.17031835  0.02282785 -0.00818326  0.00059682  0.08250253 -0.05184165
 -0.05038688 -0.04786911  0.04730547 -0.06155766 -0.07025023  0.07360328
  0.07515285  0.01825114 -0.02238752 -0.07933391  0.06881288  0.16615039
  0.00678438 -0.09921063  0.1121984  -0.13685128  0.00827045  0.16853604
 -0.03610731 -0.09891667 -0.00174507 -0.03182729 -0.03828561  0.11116353
 -0.01412821 -0.02267709  0.17169419 -0.02171513  0.02009654 -0.05621866
  0.02038874 -0.00408186  0.16869467 -0.02850817 -0.07521361  0.13016112
 -0.08342689  0.0339783   0.00288048 -0.13534042 -0.18424372 -0.01007333
 -0.06441075 -0.08981797  0.16363266  0.049092   -0.00645168  0.08890746
  0.03384859 -0.01379505  0.01354645  0.06583695 -0.07183841 -0.08465225
  0.05711911  0.04933525 -0.03984718 -0.08202872  0.0383742   0.0198176
 -0.1154274   0.08836708 -0.07184792  0.12305514 -0.03632532 -0.18829414
  0.03535832 -0.16078158 -0.06911317  0.02712476 -0.01535145  0.01420097
  0.07142869  0.05937774]",82
"[ 0.07473647 -0.0340941  -0.06829603  0.1271033  -0.09505472 -0.01985121
  0.00082593 -0.12366742  0.07226433  0.0673489   0.07509189  0.13559543
  0.05006747 -0.13340658  0.20619722  0.02257724  0.08309508  0.08956344
 -0.11966989  0.02193701 -0.02009979  0.10087498  0.03408257  0.12291191
 -0.08700015  0.00666313  0.08053675 -0.0924995  -0.04739744  0.01127158
 -0.01222105 -0.2991673  -0.05218725 -0.11518965 -0.04592542 -0.00333641
  0.13525507  0.03090594 -0.07869298  0.11122009 -0.03652117 -0.08317323
  0.10399833 -0.0931531  -0.08837573  0.13899624 -0.09783413 -0.0777123
  0.18080337  0.01785238 -0.00892179  0.02236716  0.06842872 -0.05980852
 -0.04888473 -0.04806713  0.03494367 -0.05836871 -0.06781758  0.0782804
  0.07323758  0.02629871 -0.00619794 -0.07514857  0.0663797   0.16237582
  0.00709787 -0.12292738  0.11596384 -0.11667727  0.00897573  0.15537147
 -0.04896535 -0.10441164 -0.01463909 -0.01779042 -0.03934522  0.10672558
 -0.02168994 -0.02042338  0.18083896 -0.02883727  0.0272695  -0.04792783
  0.0176659   0.00141734  0.1551088  -0.03263292 -0.06460802  0.12519982
 -0.09514642  0.03127165  0.00059872 -0.14046158 -0.18541694 -0.00406855
 -0.07410136 -0.10229146  0.14785045  0.03583993 -0.00910806  0.08944674
  0.02854758 -0.0085719   0.02967564  0.07201693 -0.06068733 -0.07855573
  0.04323719  0.06679337 -0.04050373 -0.07797582  0.02524431  0.01032268
 -0.12224659  0.0907841  -0.06092503  0.12309598 -0.03439498 -0.20682883
  0.03036782 -0.15809588 -0.07235518  0.03057115 -0.01016695  0.02594929
  0.08604693  0.05768083]",97
"[ 7.59624168e-02 -3.52664478e-02 -7.55582303e-02  1.42413348e-01
 -9.59087908e-02 -9.65617038e-03 -9.56426561e-03 -1.20109081e-01
  7.18582124e-02  6.97963014e-02  7.58334398e-02  1.38517916e-01
  5.06927036e-02 -1.34353697e-01  1.96145341e-01  2.07366478e-02
  7.24675581e-02  9.27086622e-02 -1.32084012e-01  2.33100764e-02
 -2.02326179e-02  1.00398526e-01  3.54081914e-02  1.29358917e-01
 -8.34555700e-02  1.09077860e-02  6.66865781e-02 -9.29448828e-02
 -3.84434201e-02  4.54404484e-03 -1.76801533e-02 -3.07702959e-01
 -4.78982963e-02 -1.08979560e-01 -4.43077981e-02 -6.16182992e-03
  1.40061095e-01  2.57959627e-02 -6.58717528e-02  1.15562394e-01
 -4.81272340e-02 -7.48734698e-02  1.03788905e-01 -9.53568295e-02
 -7.76973143e-02  1.31467223e-01 -9.28547680e-02 -7.54458159e-02
  1.80737838e-01  1.87538993e-02 -1.19037367e-02  5.46569657e-03
  8.99404809e-02 -6.06073439e-02 -5.04435040e-02 -3.94018628e-02
  2.64620036e-02 -5.63031137e-02 -6.61992952e-02  7.63790533e-02
  7.37098157e-02  2.81102248e-02 -1.52513813e-02 -7.41706789e-02
  6.23426586e-02  1.74856827e-01  2.69312169e-02 -1.15845613e-01
  1.10063002e-01 -1.11655012e-01  3.49850208e-03  1.58947513e-01
 -4.61921990e-02 -9.22259763e-02 -1.01641770e-02 -1.52483564e-02
 -5.80207780e-02  1.09009854e-01 -3.16938609e-02 -2.50328816e-02
  1.84282318e-01 -2.24402416e-02  1.96118616e-02 -5.51766679e-02
  1.18757794e-02 -6.06149016e-03  1.58914790e-01 -3.24976183e-02
 -5.66774383e-02  1.23048708e-01 -9.40240100e-02  2.71308888e-02
 -7.54790526e-05 -1.44072101e-01 -1.81700066e-01 -5.66239934e-03
 -7.45899156e-02 -9.51253921e-02  1.54517740e-01  4.56790030e-02
 -9.56282765e-03  8.22975561e-02  1.52361849e-02 -1.69414934e-02
  3.14472318e-02  7.54554346e-02 -5.31511568e-02 -8.02434906e-02
  4.83469516e-02  6.31375536e-02 -3.39824781e-02 -9.18215886e-02
  2.06666328e-02  7.12468755e-03 -1.04408517e-01  8.53056684e-02
 -7.79632628e-02  1.30815119e-01 -3.46831381e-02 -2.00379580e-01
  3.16701494e-02 -1.51855186e-01 -6.35922477e-02  3.11940592e-02
 -1.36316232e-02  2.41998769e-02  9.27346125e-02  5.61241508e-02]",97
"[ 8.22064504e-02 -4.36510406e-02 -7.72483349e-02  1.21853784e-01
 -1.03101403e-01 -1.84056262e-04 -9.92962345e-03 -1.10804304e-01
  7.95467719e-02  5.84711879e-02  6.28617778e-02  1.33025214e-01
  5.53156249e-02 -1.22918941e-01  2.10064530e-01  2.11685169e-02
  6.71565086e-02  8.63132626e-02 -1.17908143e-01  3.16826962e-02
 -2.75674034e-02  1.15450300e-01  3.28357555e-02  1.41342595e-01
 -9.38597471e-02  1.90788321e-02  5.90435304e-02 -9.14066881e-02
 -1.84936542e-02  8.92135035e-03 -1.78844351e-02 -2.97837913e-01
 -5.01570031e-02 -9.08828899e-02 -5.64293563e-02 -1.16141117e-03
  1.37548536e-01  4.30942290e-02 -6.68539330e-02  1.27806306e-01
 -6.68050125e-02 -6.75655529e-02  1.14694498e-01 -9.01638567e-02
 -6.55281097e-02  1.46457136e-01 -1.01337388e-01 -7.30421618e-02
  1.85700059e-01  2.74724532e-02 -1.50008546e-02  1.51291734e-03
  9.17484835e-02 -4.07789312e-02 -6.36297688e-02 -5.66819683e-02
  2.94198133e-02 -6.38461858e-02 -7.17877522e-02  7.57652521e-02
  9.17926803e-02  2.47458722e-02 -1.97239071e-02 -7.63225183e-02
  5.14479429e-02  1.69723451e-01 -1.05880725e-03 -9.91341844e-02
  1.06716901e-01 -1.24306872e-01 -4.66815569e-03  1.56352103e-01
 -3.81461307e-02 -1.07135698e-01  2.81842542e-03 -1.83796994e-02
 -3.34399566e-02  9.24503207e-02 -1.46747110e-02 -4.50311638e-02
  1.74456850e-01 -1.23519339e-02  1.19816614e-02 -6.49148226e-02
  1.81806777e-02 -5.66605804e-03  1.83685809e-01 -3.15115154e-02
 -6.74597174e-02  1.38311163e-01 -7.91267380e-02  3.95509601e-02
  6.23030413e-04 -1.37575045e-01 -1.88264430e-01 -4.86567151e-03
 -7.22466037e-02 -8.90970826e-02  1.54114604e-01  5.06004281e-02
  1.60081021e-03  7.99416006e-02  2.45736670e-02 -6.62617153e-03
  2.42115017e-02  7.41669834e-02 -5.09166494e-02 -6.97294921e-02
  5.02379313e-02  7.15412199e-02 -3.13553289e-02 -1.04806572e-01
  4.02472951e-02  4.85249422e-03 -1.02817036e-01  8.11403990e-02
 -6.75248578e-02  1.35126129e-01 -4.38967906e-02 -1.86384007e-01
  3.90011072e-02 -1.46821737e-01 -6.15006499e-02  3.59164514e-02
 -5.88960201e-03  1.18301958e-02  7.48846754e-02  6.48572594e-02]",69
"[ 7.79172108e-02 -3.30482908e-02 -6.71946257e-02  1.02211304e-01
 -9.07509327e-02 -1.20780682e-02 -1.23042648e-03 -1.05628341e-01
  6.85505196e-02  5.62978610e-02  6.82474375e-02  1.35863036e-01
  5.44421189e-02 -1.29872784e-01  2.13515878e-01  1.81641262e-02
  7.12662116e-02  8.40148702e-02 -1.12907179e-01  3.60581502e-02
 -1.84192527e-02  1.13603584e-01  2.80819926e-02  1.39269724e-01
 -1.06257915e-01  1.36989988e-02  4.15154509e-02 -1.09033555e-01
 -2.19012387e-02 -3.70637234e-03 -1.07283434e-02 -2.83936560e-01
 -5.89566715e-02 -7.74297044e-02 -4.34998944e-02 -3.66437319e-03
  1.32076606e-01  2.92283222e-02 -5.57049178e-02  1.33216932e-01
 -7.62957335e-02 -5.38412780e-02  1.15106538e-01 -1.00729078e-01
 -6.40920401e-02  1.34494424e-01 -1.04945198e-01 -7.71330595e-02
  1.87051967e-01  9.55186039e-03 -3.33618978e-03 -1.20034479e-02
  9.68928263e-02 -3.29472348e-02 -6.05971850e-02 -5.61155789e-02
  3.45416665e-02 -6.06199615e-02 -8.84410292e-02  7.53688142e-02
  9.06405598e-02  3.16416137e-02 -1.74620915e-02 -8.59325454e-02
  6.49180636e-02  1.45911559e-01  4.16456955e-04 -1.08377911e-01
  9.73950177e-02 -1.11268073e-01 -2.43923590e-02  1.50399506e-01
 -3.82756256e-02 -1.05974093e-01 -2.51191232e-04 -2.43038870e-02
 -3.89988348e-02  1.03329904e-01 -1.32057415e-02 -6.46130741e-02
  1.76929429e-01 -2.39209067e-02  1.14755547e-02 -7.27313384e-02
  2.46572476e-02 -1.10892570e-02  1.79881036e-01 -3.66629027e-02
 -6.97364733e-02  1.35685802e-01 -7.39945546e-02  4.59603593e-02
 -4.85466048e-03 -1.46002501e-01 -2.03357518e-01  1.28787542e-02
 -7.80471116e-02 -9.20732021e-02  1.66168749e-01  2.82413568e-02
  2.25481042e-03  9.00920331e-02  2.82524619e-02 -1.14156539e-02
  3.85953635e-02  6.59875199e-02 -4.59992886e-02 -7.15926439e-02
  4.29093316e-02  6.77608103e-02 -1.51653849e-02 -1.01611003e-01
  3.12726870e-02  3.40355537e-03 -1.15475312e-01  7.68203661e-02
 -5.51514365e-02  1.44350812e-01 -2.25341860e-02 -1.91299424e-01
  4.16527353e-02 -1.54303893e-01 -6.80529028e-02  4.08344828e-02
 -1.42667331e-02  6.56560017e-03  9.01018605e-02  7.01698810e-02]",68
"[ 0.07983301 -0.03867168 -0.06090555  0.13063444 -0.09976729 -0.00335821
 -0.01070169 -0.13195679  0.06571838  0.06363288  0.08340927  0.12730756
  0.05616603 -0.11576165  0.2046507   0.02922279  0.07536366  0.09464518
 -0.12819107  0.03022992 -0.02651744  0.10687977  0.02639059  0.14111714
 -0.0843252   0.01911874  0.07193211 -0.09019703 -0.03478569  0.00915529
 -0.01558301 -0.2991244  -0.04814915 -0.09943233 -0.05358259 -0.01065631
  0.1415876   0.03529424 -0.07195452  0.12191245 -0.04240705 -0.07160708
  0.10887042 -0.09118868 -0.08528877  0.1481975  -0.09542749 -0.07780341
  0.18240234  0.0313228  -0.00441517  0.00439843  0.0829081  -0.05203709
 -0.04992253 -0.04864522  0.04054809 -0.04747047 -0.06190567  0.0752828
  0.08188541  0.03399988 -0.01114401 -0.06922044  0.06875513  0.17093168
  0.00513191 -0.10875639  0.11772998 -0.121043   -0.00212259  0.16224942
 -0.04534899 -0.08724041 -0.00880903 -0.01070024 -0.04457404  0.10359344
 -0.02254043 -0.01852973  0.1735098  -0.01450949  0.01982435 -0.06102899
  0.01180761  0.0032967   0.1600905  -0.02146976 -0.07732816  0.12620014
 -0.08937022  0.02999013  0.00203222 -0.15291978 -0.176908   -0.00664047
 -0.06524169 -0.09994587  0.1555653   0.03773637 -0.00600982  0.09272389
  0.01985621 -0.01636404  0.02421572  0.08156811 -0.06944068 -0.08102927
  0.04111341  0.07731311 -0.03165457 -0.09304392  0.04287398  0.01634036
 -0.11352202  0.08736344 -0.07028471  0.124929   -0.02430053 -0.18408115
  0.02596129 -0.15464954 -0.05882517  0.03326803 -0.01278003  0.01516816
  0.08666871  0.05921629]",58
